Value,Gender,Age group,3,10,50,90,97
% below 54 (log odds),1,[60-70],-36.43522404,-31.98286826,-18.04857897,-4.114289683,0.338066102
% below 70 (log odds),2,[40-50),-24.58813786,-20.38222296,-7.214379987,5.953234853,10.15915302
% below 70 (log odds),2,[50-60),-25.27859479,-21.07271949,-7.90525993,5.262199626,9.468074932
% below 70 (log odds),2,[60-70],-25.66589251,-21.45983062,-8.291463538,4.876905034,9.083089704
% below 70 (log odds),0,[40-50),-22.77876802,-18.79538494,-6.327685517,6.140044873,10.12343849
% below 70 (log odds),0,[50-60),-23.9879646,-20.00373452,-7.533320627,4.937095966,8.921336236
% below 70 (log odds),0,[60-70],-24.15154608,-20.16850197,-7.701736685,4.765028597,8.748072711
% below 70 (log odds),1,[40-50),-26.45969459,-22.01599591,-8.110570709,5.794931754,10.23888265
% below 70 (log odds),1,[50-60),-26.95934315,-22.51573583,-8.60877931,5.297955906,9.741519282
% below 70 (log odds),1,[60-70],-27.29961298,-22.8564108,-8.950769006,4.954872783,9.398074972
% in 63-140 (log odds),2,[40-50),-3.822458399,-1.749377674,4.740836764,11.23106773,13.3041568
% in 63-140 (log odds),2,[50-60),-4.083046944,-2.009990375,4.480059007,10.97006107,13.04306074
% in 63-140 (log odds),2,[60-70],-4.448597459,-2.375330918,4.115418014,10.6061884,12.67945307
% in 63-140 (log odds),0,[40-50),-3.488011193,-1.523791619,4.62413537,10.77206236,12.73628193
% in 63-140 (log odds),0,[50-60),-3.667300841,-1.702183805,4.4485522,10.59928821,12.56440524
% in 63-140 (log odds),0,[60-70],-3.961232649,-1.997087854,4.150605079,10.29829801,12.26244281
% in 63-140 (log odds),1,[40-50),-4.233970331,-2.030433332,4.86585337,11.76214007,13.96567707
% in 63-140 (log odds),1,[50-60),-4.53576533,-2.332048477,4.564625614,11.46129929,13.66496936
% in 63-140 (log odds),1,[60-70],-5.041956432,-2.838594203,4.057145534,10.95288527,13.1562475
% in 70-180 (log odds),2,[40-50),-8.674465563,-5.0574547,6.266463871,17.59045746,21.20750334
% in 70-180 (log odds),2,[50-60),-8.35619718,-4.739303161,6.583772464,17.90714264,21.52391984
% in 70-180 (log odds),2,[60-70],-8.453434163,-4.836297577,6.487980069,17.81225772,21.4293943
% in 70-180 (log odds),0,[40-50),-8.609326383,-5.178617711,5.559325472,16.29728956,19.72799382
% in 70-180 (log odds),0,[50-60),-7.886924524,-4.454796332,6.287624633,17.0300456,20.46217379
% in 70-180 (log odds),0,[60-70],-8.089834252,-4.659404104,6.077702055,16.81480821,20.24523836
% in 70-180 (log odds),1,[40-50),-8.755390493,-4.935958581,7.019511658,18.97496768,22.79439472
% in 70-180 (log odds),1,[50-60),-8.841018455,-5.020456108,6.936642713,18.89392464,22.71464035
% in 70-180 (log odds),1,[60-70],-9.168277587,-5.348076035,6.60779545,18.56366693,22.38386849
Range,2,[40-50),45.69658091,58.63379511,99.1385369,139.6432671,152.581336
Range,2,[50-60),49.51376725,62.44964114,102.9483683,143.4470954,156.3829693
Range,2,[60-70],54.19965271,67.1371544,107.6409777,148.1448011,161.0823027
Range,0,[40-50),47.07157634,59.89114675,100.0158782,140.1406096,152.9601801
Range,0,[50-60),50.37789264,63.19860668,103.3280385,143.4571243,156.2782642
Range,0,[60-70],55.07313588,67.89221825,108.0154221,148.138626,160.9577083
Range,1,[40-50),44.07958989,57.19135967,98.22558909,139.2594322,152.3707768
Range,1,[50-60),47.3356788,60.44932127,101.4903559,142.5313905,155.645033
Range,1,[60-70],53.39233179,66.50390814,107.5384765,148.5730449,161.6846213
SD,2,[40-50),6.031659819,7.957943939,13.98862991,20.01931275,21.94559372
SD,2,[50-60),6.789878797,8.715813821,14.74539618,20.77497854,22.70091362
SD,2,[60-70],7.756723824,9.682894223,15.71321348,21.74353273,23.66970313
SD,0,[40-50),6.24832522,8.134069183,14.03637072,19.93867225,21.82441622
SD,0,[50-60),6.863836685,8.749793362,14.65264003,20.55557483,22.44147817
SD,0,[60-70],7.735662952,9.621335124,15.52341195,21.42548878,23.31116096
SD,1,[40-50),5.835892948,7.813141249,14.00086682,20.18857469,22.16571796
SD,1,[50-60),6.544546594,8.521170502,14.70729997,20.89342945,22.87005335
SD,1,[60-70],7.842377025,9.818689506,16.00384432,22.18899914,24.16531162
Min,2,[40-50),32.28777369,38.66432196,58.62757226,78.59135782,84.96790576
Min,2,[50-60),33.24621351,39.6227359,59.58539679,79.54819387,85.92471593
Min,2,[60-70],34.42022103,40.79743456,60.76334048,80.72925113,87.10673344
Min,0,[40-50),31.94116947,38.06664196,57.23912051,76.4118616,82.53766257
Min,0,[50-60),33.53992414,39.66659621,58.8428649,78.01910757,84.14565352
Min,0,[60-70],34.50299377,40.62823306,59.79998169,78.97173033,85.09696962
Min,1,[40-50),32.67079274,39.30783805,60.08062721,80.85239176,87.48959262
Min,1,[50-60),33.29070493,39.92873153,60.70444161,81.48034236,88.1187468
Min,1,[60-70],34.25634462,40.89386359,61.66693609,82.44000859,89.07752756
1st quartile,2,[40-50),60.68711034,66.11489696,83.10783083,100.1014558,105.5292422
1st quartile,2,[50-60),62.34532817,67.77290605,84.76518639,101.7574667,107.1850511
1st quartile,2,[60-70],63.51590592,68.94419518,85.93870262,102.9332101,108.3614993
1st quartile,0,[40-50),60.69646529,65.82588821,81.88014869,97.93443465,103.0638647
1st quartile,0,[50-60),62.5820789,67.71393553,83.77643705,99.83893857,104.9707952
1st quartile,0,[60-70],64.28138743,69.41070508,85.46525969,101.5198143,106.6491319
1st quartile,1,[40-50),60.86193045,66.59999164,84.56137554,102.5226124,108.2607902
1st quartile,1,[50-60),62.08491541,67.82502565,85.78952813,103.7540306,109.4941409
1st quartile,1,[60-70],63.0233152,68.76252106,86.72419315,104.6858652,110.4250711
Median,2,[40-50),66.56726373,72.18960939,89.79165504,107.3944107,113.0169725
Median,2,[50-60),68.45690206,74.07902482,91.68037263,109.2817683,114.903891
Median,2,[60-70],69.98543593,75.60829928,93.21196567,110.8156321,116.4384954
Median,0,[40-50),66.42360164,71.75159228,88.42876504,105.1059678,110.4339078
Median,0,[50-60),68.51176268,73.84245865,90.52731916,107.2121797,112.5428756
Median,0,[60-70],70.43825088,75.76630949,92.44291518,109.1195209,114.4475795
Median,1,[40-50),66.99182971,72.89958937,91.38947615,109.8798522,115.7871065
Median,1,[50-60),68.50402645,74.41336312,92.90748412,111.4016051,117.3109418
Median,1,[60-70],70.0687863,75.97719192,94.46839909,112.9596062,118.8680119
Mean,2,[40-50),68.58433274,74.37327361,92.49722455,110.6213203,116.4102608
Mean,2,[50-60),70.60475843,76.3934692,94.51635905,112.6393951,118.4281595
Mean,2,[60-70],72.5311213,78.32058875,96.44584759,114.5711064,120.3605739
Mean,0,[40-50),68.42056865,73.90866911,91.08553415,108.2624414,113.750455
Mean,0,[50-60),70.86769508,76.35811942,93.54292322,110.727727,116.2181514
Mean,0,[60-70],73.04918371,78.53689167,95.71319329,112.8894949,118.3772029
Mean,1,[40-50),68.81025281,74.90436412,93.97415609,113.0446345,119.1384096
Mean,1,[50-60),70.37092003,76.46591385,95.54107568,114.6162375,120.7112313
Mean,1,[60-70],72.43644413,78.53047766,97.6026341,116.6747905,122.7688241
3rd quartile,2,[40-50),73.43089355,79.71095793,99.37214325,119.0341677,125.3142317
3rd quartile,2,[50-60),75.71880655,81.99862461,101.6590387,121.3195427,127.5994437
3rd quartile,2,[60-70],78.09556505,84.37619969,104.0391703,123.7021409,129.9827755
3rd quartile,0,[40-50),73.14841719,79.1082985,97.76209321,116.4159376,122.3754804
3rd quartile,0,[50-60),75.94705025,81.90940886,100.5713476,119.2332864,125.195645
3rd quartile,0,[60-70],78.39676726,84.356176,103.0088818,121.6615875,127.6209963
3rd quartile,1,[40-50),73.82277629,80.40953129,101.0229099,121.6352125,128.2222874
3rd quartile,1,[50-60),75.5928074,82.18097554,102.7995975,123.4182194,130.0063875
3rd quartile,1,[60-70],78.46163904,85.04876918,105.6641426,126.2795159,132.8666461
Max,2,[40-50),103.9470093,117.0522075,158.0820382,199.1108848,212.2170567
Max,2,[50-60),108.2867384,121.3916582,162.4196221,203.4473089,216.5519325
Max,2,[60-70],114.3722816,127.4786152,168.5110058,209.5433964,222.64973
Max,0,[40-50),103.5778358,116.5748562,157.2549987,197.9351413,210.9321616
Max,0,[50-60),108.5305182,121.5291177,162.2148001,202.8991667,215.8974896
Max,0,[60-70],114.1402844,127.13681,167.8154038,208.4939976,221.4905232
Max,1,[40-50),103.7312648,117.0027804,158.5406442,200.074572,213.3454407
Max,1,[50-60),107.1846149,120.4599518,162.0070326,203.5541133,216.8294503
Max,1,[60-70],114.3916325,127.6648778,169.2054126,210.7459474,224.0191928
CONGA,2,[40-50),6.575133601,8.996189131,16.57586006,24.15553099,26.57658652
CONGA,2,[50-60),7.558634941,9.979531559,17.55870498,25.13788449,27.55877501
CONGA,2,[60-70],8.534836546,10.95602896,18.53612845,26.11622793,28.53742035
CONGA,0,[40-50),6.853909727,9.192309768,16.51140632,23.83050287,26.16890291
CONGA,0,[50-60),7.590338956,9.929807423,17.25224811,24.57468879,26.91415725
CONGA,0,[60-70],8.583883728,10.92219474,18.24101265,25.55983056,27.89814158
CONGA,1,[40-50),6.273943367,8.786139044,16.64841757,24.5106961,27.02289178
CONGA,1,[50-60),7.375678378,9.888070644,17.75096443,25.61385822,28.12625048
CONGA,1,[60-70],8.664606626,11.17660305,19.038258,26.89991295,29.41190938
GVP,2,[40-50),1.008392318,1.024555254,1.075157042,1.125758831,1.141921767
GVP,2,[50-60),1.013572438,1.029734254,1.080332536,1.130930819,1.147092635
GVP,2,[60-70],1.017772869,1.03393672,1.084541369,1.135146019,1.151309869
GVP,0,[40-50),1.009252792,1.025089118,1.074656169,1.12422322,1.140059545
GVP,0,[50-60),1.014025987,1.029864473,1.079437858,1.129011057,1.144849054
GVP,0,[60-70],1.018560477,1.034396199,1.083961363,1.133526527,1.14936225
GVP,1,[40-50),1.007452084,1.024020521,1.075873832,1.127727144,1.144295581
GVP,1,[50-60),1.012097253,1.028671659,1.080543559,1.132415458,1.148989905
GVP,1,[60-70],1.018096412,1.034663535,1.086512734,1.138361933,1.154929055
MODD,2,[40-50),4.876181371,6.627414449,12.1100522,17.59268995,19.34392303
MODD,2,[50-60),5.570814965,7.321933195,12.80418472,18.28645651,20.03757364
MODD,2,[60-70],6.22778004,7.979112134,13.46205988,18.94500762,20.69633971
MODD,0,[40-50),5.146451577,6.802583446,11.98620851,17.16983357,18.82596544
MODD,0,[50-60),5.670328521,7.327217084,12.51321057,17.69920405,19.35609262
MODD,0,[60-70],6.328637639,7.984706457,13.16813417,18.35156189,20.00763071
MODD,1,[40-50),4.576687225,6.425114513,12.21003418,17.99495385,19.84338114
MODD,1,[50-60),5.408442203,7.257014138,13.0423865,18.82775887,20.6763308
MODD,1,[60-70],6.319552523,8.167833207,13.95229406,19.73675491,21.58503559
SD.Roc,2,[40-50),0.210409725,0.26024168,0.416252071,0.572262462,0.622094417
SD.Roc,2,[50-60),0.227080934,0.276909436,0.432909018,0.5889086,0.638737102
SD.Roc,2,[60-70],0.239789603,0.289624375,0.445643587,0.601662799,0.651497572
SD.Roc,0,[40-50),0.214385694,0.262983612,0.415093109,0.567202606,0.615800524
SD.Roc,0,[50-60),0.229457785,0.278063277,0.430191444,0.582320349,0.630924122
SD.Roc,0,[60-70],0.243809051,0.292405118,0.444508824,0.596612531,0.645208598
SD.Roc,1,[40-50),0.205543067,0.256909424,0.417667843,0.578426262,0.629792619
SD.Roc,1,[50-60),0.220937509,0.272307885,0.433078884,0.593849883,0.64522026
SD.Roc,1,[60-70],0.238429726,0.289792009,0.450537678,0.611283346,0.662645629
CVmean,2,[40-50),6.556550089,8.288476557,13.71067053,19.1328645,20.86479096
CVmean,2,[50-60),7.053613612,8.78542008,14.20723836,19.62905664,21.36086311
CVmean,2,[60-70],7.823002975,9.555027367,14.97752791,20.40002845,22.13205284
CVmean,0,[40-50),6.827611925,8.570579767,14.02599787,19.48141598,21.22438382
CVmean,0,[50-60),7.136188824,8.879327171,14.3352464,19.7912096,21.53433205
CVmean,0,[60-70],7.736413862,9.479315348,14.93452576,20.38973618,22.13263766
CVmean,1,[40-50),6.324034223,8.043952147,13.42668323,18.80941432,20.52933225
CVmean,1,[50-60),6.860432434,8.580484949,13.96363726,19.34678957,21.06684208
CVmean,1,[60-70],7.900730247,9.620511758,15.00281593,20.38512009,22.1049016
CVsd,2,[40-50),0.359545419,1.017800374,3.078610358,5.139420019,5.797661839
CVsd,2,[50-60),0.401247028,1.059480449,3.120233133,5.180982545,5.839215966
CVsd,2,[60-70],0.450170663,1.108450606,3.169463109,5.230403574,5.888723604
CVsd,0,[40-50),0.430697862,1.083456927,3.126566122,5.169675316,5.822434381
CVsd,0,[50-60),0.436842092,1.089677509,3.133025682,5.176373855,5.829209272
CVsd,0,[60-70],0.481765987,1.134500201,3.177531613,5.220563025,5.873297239
CVsd,1,[40-50),0.270126721,0.937049419,3.024328539,5.111614513,5.778574516
CVsd,1,[50-60),0.326045518,0.993160385,3.080992535,5.168824684,5.835939552
CVsd,1,[60-70],0.389260823,1.056270583,3.143773785,5.231276986,5.898286746
AUC,2,[40-50),68.76618543,74.53717721,92.60459369,110.6724784,116.4438148
AUC,2,[50-60),70.79356434,76.56432609,94.63123904,112.6979356,118.4686974
AUC,2,[60-70],72.72670849,78.49822521,96.56728516,114.6363451,120.4078618
AUC,0,[40-50),68.58469556,74.06019418,91.19902756,108.3378934,113.8134592
AUC,0,[50-60),71.02262608,76.50088257,93.64760147,110.7943204,116.2725769
AUC,0,[60-70],73.21584214,78.69138827,95.82962384,112.9678594,118.4434055
AUC,1,[40-50),69.01502764,75.08468066,94.07818725,113.0718433,119.1414852
AUC,1,[50-60),70.58901473,76.65956939,95.65824534,114.6569213,120.727476
AUC,1,[60-70],72.657883,78.72748121,97.72316383,116.7188464,122.7884447
MAG,2,[40-50),4.112455944,5.500270197,9.845141768,14.19001334,15.57782759
MAG,2,[50-60),4.829993425,6.217711521,10.56228205,14.90685258,16.29457067
MAG,2,[60-70],5.583039823,6.970932543,11.31604978,15.66116701,17.04905973
MAG,0,[40-50),4.192258397,5.570546306,9.88453113,14.19851595,15.57680386
MAG,0,[50-60),4.823270814,6.20218847,10.51814437,14.83410028,16.21301793
MAG,0,[60-70],5.494117882,6.872353319,11.18617391,15.4999945,16.87822993
MAG,1,[40-50),4.050577529,5.452479991,9.839935845,14.2273917,15.62929416
MAG,1,[50-60),4.743313358,6.145325525,10.53312472,14.92092391,16.32293607
MAG,1,[60-70],5.748571002,7.150362275,11.53747015,15.92457802,17.32636929
SDw,2,[40-50),5.140446163,6.94459652,12.5930117,18.24151313,20.04566123
SDw,2,[50-60),5.955668216,7.759558711,13.40705261,19.05454651,20.85843701
SDw,2,[60-70],6.987368989,8.791486479,14.43969104,20.0878956,21.89201309
SDw,0,[40-50),5.334963428,7.11956929,12.7053127,18.29105611,20.07566197
SDw,0,[50-60),6.033541277,7.818962534,13.4072581,18.99489583,20.77959824
SDw,0,[60-70],6.931314356,8.715852277,14.30138303,19.88691379,21.67145171
SDw,1,[40-50),4.924184417,6.755744809,12.4878771,18.22000938,20.05156977
SDw,1,[50-60),5.721815022,7.553518741,13.28609959,19.01868044,20.85038416
SDw,1,[60-70],7.086526208,8.917941333,14.64961899,20.38129664,22.21271176
SDhhmm,2,[40-50),1.512700244,2.84697256,7.024170651,11.20132942,12.53560019
SDhhmm,2,[50-60),1.911717422,3.245900479,7.422867261,11.59983404,12.9340171
SDhhmm,2,[60-70],2.72825209,4.062603035,8.240095431,12.41758783,13.75193877
SDhhmm,0,[40-50),1.711942464,3.053070642,7.250668031,11.44826659,12.789366
SDhhmm,0,[50-60),2.063614514,3.404903756,7.603148049,11.8014225,13.14281555
SDhhmm,0,[60-70],2.755127234,4.096247691,8.29389991,12.49155213,13.83267259
SDhhmm,1,[40-50),1.294147752,2.616752076,6.756032976,10.89526375,12.21784853
SDhhmm,1,[50-60),1.652367214,2.975117838,7.114856607,11.25459538,12.577346
SDhhmm,1,[60-70],2.691601595,4.014143814,8.153230346,12.29231688,13.6148591
SDwsh,2,[40-50),2.420735576,3.022108889,4.904846296,6.787583703,7.388957015
SDwsh,2,[50-60),2.648707663,3.250039308,5.132646266,7.015253224,7.616584869
SDwsh,2,[60-70],2.840400234,3.441807548,5.324651406,7.207495264,7.808902578
SDwsh,0,[40-50),2.46984978,3.05683147,4.894060169,6.731288868,7.318270558
SDwsh,0,[50-60),2.684670251,3.271715293,5.109127638,6.94653153,7.533575267
SDwsh,0,[60-70],2.875228646,3.462187989,5.299346744,7.136505498,7.723464841
SDwsh,1,[40-50),2.370577541,2.989797073,4.927733867,6.865670661,7.484890193
SDwsh,1,[50-60),2.579388336,3.198656324,5.13674477,7.074833215,7.694101203
SDwsh,1,[60-70],2.856001867,3.475172287,5.412955377,7.350738467,7.969908887
SDdm,2,[40-50),-0.680563091,0.569844488,4.484630219,8.39941926,9.649872597
SDdm,2,[50-60),-0.671797101,0.578582974,4.493185254,8.407787534,9.658167609
SDdm,2,[60-70],-0.736324344,0.514211599,4.429301862,8.344392124,9.594928067
SDdm,0,[40-50),-0.282617582,0.844830061,4.37371196,7.902603558,9.030070597
SDdm,0,[50-60),-0.294449663,0.833446776,4.363710154,7.893961425,9.02184875
SDdm,0,[60-70],-0.445919352,0.681433875,4.210003398,7.73857292,8.865926147
SDdm,1,[40-50),-1.049913892,0.328578155,4.642719255,8.956852125,10.33532927
SDdm,1,[50-60),-1.007734775,0.370695549,4.684675182,8.998633121,10.37705
SDdm,1,[60-70],-0.9731661,0.405136157,4.71873177,9.032327383,10.41062964
SDb,2,[40-50),4.592685802,6.240455077,11.39917561,16.55789614,18.20566541
SDb,2,[50-60),5.152803408,6.800463232,11.95884647,17.11721897,18.7648788
SDb,2,[60-70],5.688844381,7.336706822,12.49571903,17.65473124,19.30259368
SDb,0,[40-50),4.860770799,6.411073806,11.26345886,16.11584391,17.66614691
SDb,0,[50-60),5.311104593,6.861529313,11.71433912,16.56712818,18.11757764
SDb,0,[60-70],5.791503052,7.341747038,12.19394735,17.04614767,18.59639166
SDb,1,[40-50),4.327597617,6.075028971,11.54386731,17.01270564,18.760137
SDb,1,[50-60),4.940906484,6.688474582,12.15774088,17.62700717,19.37457527
SDb,1,[60-70],5.742862486,7.490155246,12.95855983,18.42696442,20.17425718
SDbdm,2,[40-50),4.212298623,5.712903743,10.41089305,15.10888236,16.60948748
SDbdm,2,[50-60),4.84651043,6.34701648,11.0447063,15.74239898,17.24290935
SDbdm,2,[60-70],5.442113905,6.94280387,11.64105881,16.33931374,17.84000371
SDbdm,0,[40-50),4.382577933,5.826000115,10.34385255,14.86170499,16.30512717
SDbdm,0,[50-60),4.878737621,6.32281931,10.84273597,15.36265264,16.80673433
SDbdm,0,[60-70],5.452373914,6.895741144,11.41342158,15.93110202,17.37446925
SDbdm,1,[40-50),4.042386686,5.60391844,10.49095718,15.37799591,16.93952767
SDbdm,1,[50-60),4.71700475,6.2786587,11.16607987,16.05350103,17.61515498
SDbdm,1,[60-70],5.561785426,7.12319333,12.00984446,16.89649559,18.45790349
